sample	chrom	loc.start	loc.end	num.mark	seg.mean	copy	ivg.copy
MCL5	23	250000	155950000	1420	-1.0445	1	-1
MCL5	24	2850000	26550000	118	-1.2718	1	-1
MCL6618	1	950000	96250000	923	-0.0436	2	0
MCL6618	1	96350000	149850000	252	-0.3697	1	-1
MCL6618	1	149950000	238650000	861	-0.0125	2	0
MCL6618	1	238750000	248850000	99	-0.3329	1	-1
MCL6618	2	150000	224650000	2089	-0.0085	2	0
MCL6618	2	224750000	242050000	167	0.3101	3	1
MCL6618	3	50000	198050000	1903	0.07801072	2	0
MCL6618	4	150000	189950000	1817	-0.0166	2	0
MCL6618	5	150000	181250000	1704	-0.0303	2	0
MCL6618	6	250000	50750000	484	-0.0367	2	0
MCL6618	6	50850000	170550000	1138	-0.3479	1	-1
MCL6618	7	50000	64150000	570	0.4748	3	1
MCL6618	7	64750000	65950000	9	0.9201	4	2
MCL6618	7	66050000	159250000	890	-0.0118	2	0
MCL6618	8	350000	145050000	1360	-0.020265441	2	0
MCL6618	9	250000	21250000	202	-0.0368	2	0
MCL6618	9	21350000	24150000	29	-0.8656	1	-1
MCL6618	9	24250000	138050000	822	-0.0213	2	0
MCL6618	10	50000	133650000	1247	-0.0101	2	0
MCL6618	11	250000	134950000	1260	0.092173095	2	0
MCL6618	12	150000	133150000	1255	-0.0096	2	0
MCL6618	13	18250000	114150000	929	-0.0054	2	0
MCL6618	14	19750000	100850000	794	-0.007	2	0
MCL6618	14	100950000	106150000	49	0.3453	3	1
MCL6618	14	106250000	106850000	7	1.0216	4	2
MCL6618	15	17050000	101850000	762	-0.0296	2	0
MCL6618	16	150000	90050000	713	-0.0576	2	0
MCL6618	17	150000	83150000	746	-0.0339	2	0
MCL6618	18	250000	80250000	720	-0.0299	2	0
MCL6618	19	350000	15450000	147	-0.058	2	0
MCL6618	19	15550000	16050000	6	0.7265	3	1
MCL6618	19	16150000	19650000	36	-0.0305	2	0
MCL6618	19	19750000	22450000	19	1.4643	4	2
MCL6618	19	22550000	51950000	234	-0.0017	2	0
MCL6618	19	52050000	53450000	15	0.5028	3	1
MCL6618	19	53550000	58550000	49	-0.0439	2	0
MCL6618	20	150000	28750000	255	-0.0386	2	0
MCL6618	20	29250000	30950000	14	0.5652	3	1
MCL6618	20	31350000	64150000	324	-0.023729012	2	0
MCL6618	21	7950000	10550000	8	0.6985	3	1
MCL6618	21	13250000	46550000	311	0.005118328	2	0
MCL6618	22	10750000	50750000	327	0.0053	2	0
MCL6618	23	250000	155950000	1420	-1.047	1	-1
MCL6618	24	2850000	26550000	118	-1.9555	1	-1
MCL78349	1	950000	92850000	889	-0.0339	2	0
MCL78349	1	92950000	124950000	264	-0.8205	1	-1
MCL78349	1	125050000	248850000	982	0.0011	2	0
MCL78349	2	150000	66350000	646	0.0052	2	0
MCL78349	2	66450000	68950000	25	-0.9542	1	-1
MCL78349	2	69050000	85550000	162	0.0055	2	0
MCL78349	2	85650000	86750000	12	-0.8079	1	-1
MCL78349	2	86850000	242050000	1411	-0.0153	2	0
MCL78349	3	50000	198050000	1903	-0.0128	2	0
MCL78349	4	150000	189950000	1817	0.0129	2	0
MCL78349	5	150000	181250000	1704	-0.0164	2	0
MCL78349	6	250000	170550000	1622	-0.079389642	2	0
MCL78349	7	50000	153550000	1414	-0.009023338	2	0
MCL78349	7	153650000	154150000	6	-0.7069	1	-1
MCL78349	7	154250000	159250000	49	0.0973	2	0
MCL78349	8	350000	123550000	1151	0.0138	2	0
MCL78349	8	123650000	145050000	209	0.4358	3	1
MCL78349	9	250000	26850000	257	-0.8487	1	-1
MCL78349	9	26950000	42750000	118	0.0115	2	0
MCL78349	9	43350000	138050000	678	-0.5394	1	-1
MCL78349	10	50000	11450000	111	0.0063	2	0
MCL78349	10	11550000	22050000	104	-0.364	1	-1
MCL78349	10	22150000	133650000	1032	-0.0185	2	0
MCL78349	11	250000	69550000	628	-0.0284	2	0
MCL78349	11	69650000	134950000	632	0.4979	3	1
MCL78349	12	150000	14350000	141	0.008	2	0
MCL78349	12	14450000	20650000	60	-0.4253	1	-1
MCL78349	12	20750000	133150000	1054	-0.0146	2	0
MCL78349	13	18250000	114150000	929	0.0012	2	0
MCL78349	14	19750000	99750000	783	-0.0157	2	0
MCL78349	14	99850000	105950000	58	0.5119	3	1
MCL78349	14	106050000	106850000	9	1.113	4	2
MCL78349	15	17050000	22250000	5	0.6055	3	1
MCL78349	15	22750000	32650000	82	-0.1594	2	0
MCL78349	15	32750000	68250000	347	0.4692	3	1
MCL78349	15	68350000	76250000	80	0.2298	2	0
MCL78349	15	76350000	101850000	248	0.4651	3	1
MCL78349	16	150000	90050000	713	-0.0636	2	0
MCL78349	17	150000	83150000	746	-0.022356702	2	0
MCL78349	18	250000	27350000	205	0.0135	2	0
MCL78349	18	27450000	32150000	46	-0.3563	1	-1
MCL78349	18	32250000	37450000	53	0.0678	2	0
MCL78349	18	37550000	43250000	57	-0.5637	1	-1
MCL78349	18	43350000	80250000	359	0.0273	2	0
MCL78349	19	350000	15450000	147	-0.0626	2	0
MCL78349	19	15550000	16050000	6	0.9998	4	2
MCL78349	19	16150000	19650000	36	-0.0463	2	0
MCL78349	19	19750000	22450000	19	1.7441	4	2
MCL78349	19	22550000	51950000	234	-0.0704	2	0
MCL78349	19	52050000	53450000	15	0.4076	3	1
MCL78349	19	53550000	58550000	49	-0.0807	2	0
MCL78349	20	150000	25850000	253	-0.0236	2	0
MCL78349	20	26150000	31350000	17	0.6097	3	1
MCL78349	20	31450000	64150000	323	-0.0499	2	0
MCL78349	21	7950000	10550000	8	0.7568	3	1
MCL78349	21	13250000	46550000	311	-0.0045	2	0
MCL78349	22	10750000	50750000	327	-0.0375	2	0
MCL78349	23	250000	2750000	23	-0.0642	2	0
MCL78349	23	2850000	155950000	1397	-1.0762	1	-1
MCL78349	24	2850000	26550000	118	-1.1512	1	-1
MCL7	1	950000	26750000	247	-0.0037	2	0
MCL7	1	26850000	28350000	15	-0.7733	1	-1
MCL7	1	28450000	68350000	388	0.0644	2	0
MCL7	1	68450000	104350000	350	-0.8766	1	-1
MCL7	1	104450000	125150000	155	0.0429	2	0
MCL7	1	143550000	145650000	4	-1.4459	1	-1
MCL7	1	145750000	248850000	976	0.0558	2	0
MCL7	2	150000	128550000	1164	0.0404	2	0
MCL7	2	128650000	140150000	105	-0.8544	1	-1
MCL7	2	140250000	242050000	987	0.0424	2	0
MCL7	3	50000	178250000	1711	0.0194	2	0
MCL7	3	178350000	182950000	45	-0.8871	1	-1
MCL7	3	183050000	198050000	147	0.1014	2	0
MCL7	4	150000	189950000	1817	0.0442	2	0
MCL7	5	150000	124450000	1153	0.0165	2	0
MCL7	5	124550000	133250000	88	-0.8824	1	-1
MCL7	5	133350000	181250000	463	0.006	2	0
MCL7	6	250000	170550000	1622	0.0462	2	0
MCL7	7	50000	131450000	1203	0.055185786	2	0
MCL7	7	131550000	141450000	96	-0.8224	1	-1
MCL7	7	141550000	145250000	32	0.0015	2	0
MCL7	7	145350000	145750000	5	-1.1493	1	-1
MCL7	7	145850000	159250000	133	0.0809	2	0
MCL7	8	350000	27650000	250	-0.4591	1	-1
MCL7	8	27750000	112950000	796	0.0936	2	0
MCL7	8	113050000	126950000	139	-0.8969	1	-1
MCL7	8	127050000	145050000	175	-0.04712	2	0
MCL7	9	250000	9050000	84	-0.8088	1	-1
MCL7	9	9150000	13650000	46	-3.4899	0	-2
MCL7	9	13750000	19350000	55	-1.0979	1	-1
MCL7	9	19550000	29250000	95	-3.5651	0	-2
MCL7	9	29350000	138050000	773	-0.8899	1	-1
MCL7	10	50000	133650000	1247	0.0497	2	0
MCL7	11	250000	69550000	628	0.032	2	0
MCL7	11	69650000	78750000	84	0.5701	3	1
MCL7	11	78850000	116050000	360	-0.8958	1	-1
MCL7	11	116150000	134950000	188	0.0066	2	0
MCL7	12	150000	44550000	399	0.068	2	0
MCL7	12	44650000	52150000	74	-0.7757	1	-1
MCL7	12	52250000	103550000	497	0.0295	2	0
MCL7	12	103650000	113150000	93	-0.9209	1	-1
MCL7	12	113250000	133150000	192	0.011	2	0
MCL7	13	18250000	21050000	25	-0.1403	2	0
MCL7	13	21150000	57250000	351	-0.5652	1	-1
MCL7	13	57350000	114150000	553	-0.0523	2	0
MCL7	14	19750000	106050000	842	0.058335867	2	0
MCL7	14	106150000	106850000	8	1.3068	4	2
MCL7	15	17050000	22250000	5	0.9069	4	2
MCL7	15	22750000	101850000	757	0.0347	2	0
MCL7	16	150000	90050000	713	0.0155	2	0
MCL7	17	150000	83150000	746	0.0662	2	0
MCL7	18	250000	80250000	720	0.0753	2	0
MCL7	19	350000	15550000	148	0.0424	2	0
MCL7	19	15650000	16050000	5	1.2997	4	2
MCL7	19	16150000	19650000	36	0.067	2	0
MCL7	19	19750000	22450000	19	2.0276	4	2
MCL7	19	22550000	52050000	235	0.0554	2	0
MCL7	19	52150000	53450000	14	0.62	3	1
MCL7	19	53550000	58550000	49	-0.0477	2	0
MCL7	20	150000	29250000	256	0.0034	2	0
MCL7	20	29350000	30950000	13	0.7925	3	1
MCL7	20	31350000	64150000	324	0.0842	2	0
MCL7	21	7950000	10550000	8	0.3453	3	1
MCL7	21	13250000	20650000	68	-0.8859	1	-1
MCL7	21	20750000	46550000	243	-0.0195	2	0
MCL7	22	10750000	21950000	46	-0.891	1	-1
MCL7	22	22050000	22750000	6	0.7503	3	1
MCL7	22	22850000	29850000	69	-0.7924	1	-1
MCL7	22	29950000	50750000	206	0.0128	2	0
MCL7	23	250000	155950000	1420	-1.0338	1	-1
MCL7	24	2850000	26550000	118	-2.0277	1	-1
MCL8331	1	950000	78150000	747	-0.0224	2	0
MCL8331	1	78250000	108850000	295	-0.8295	1	-1
MCL8331	1	108950000	248850000	1093	-0.012410979	2	0
MCL8331	2	150000	242050000	2256	-0.011695656	2	0
MCL8331	3	50000	198050000	1903	-0.0255	2	0
MCL8331	4	150000	189950000	1817	-0.0013	2	0
MCL8331	5	150000	181250000	1704	-0.0118	2	0
MCL8331	6	250000	170550000	1622	-0.0125	2	0
MCL8331	7	50000	159250000	1469	-0.025698094	2	0
MCL8331	8	350000	145050000	1360	-0.0018	2	0
MCL8331	9	250000	138050000	1053	-0.0422	2	0
MCL8331	10	50000	133650000	1247	-0.0215	2	0
MCL8331	11	250000	103350000	947	-0.0335	2	0
MCL8331	11	103550000	112050000	85	-0.7339	1	-1
MCL8331	11	112150000	134950000	228	-0.0326	2	0
MCL8331	12	150000	133150000	1255	-0.0014	2	0
MCL8331	13	18250000	114150000	929	0.0048	2	0
MCL8331	14	19750000	106150000	843	0.0045	2	0
MCL8331	14	106250000	106850000	7	1.2497	4	2
MCL8331	15	17050000	101850000	762	-0.0028	2	0
MCL8331	16	150000	90050000	713	-0.0552	2	0
MCL8331	17	150000	83150000	746	0.0093	2	0
MCL8331	18	250000	80250000	720	-0.035	2	0
MCL8331	19	350000	15550000	148	-0.045	2	0
MCL8331	19	15650000	16050000	5	1.1217	4	2
MCL8331	19	16150000	19650000	36	-0.0442	2	0
MCL8331	19	19750000	22450000	19	1.7966	4	2
MCL8331	19	22550000	51950000	234	-0.0108	2	0
MCL8331	19	52050000	53450000	15	0.5137	3	1
MCL8331	19	53550000	58550000	49	-0.0188	2	0
MCL8331	20	150000	64150000	593	-0.0023	2	0
MCL8331	21	7950000	10550000	8	0.624	3	1
MCL8331	21	13250000	46550000	311	0.0013	2	0
MCL8331	22	10750000	50750000	327	-0.00687156	2	0
MCL8331	23	250000	2750000	23	-0.2741	2	0
MCL8331	23	2850000	155950000	1397	-1.0563	1	-1
MCL8331	24	2850000	26550000	118	-1.5288	1	-1
MCL8	1	950000	248850000	2135	0.0049	2	0
MCL8	2	150000	27550000	270	0.0079	2	0
MCL8	2	27650000	37150000	90	0.4621	3	1
MCL8	2	37250000	55850000	185	0.0253	2	0
MCL8	2	55950000	67650000	113	0.4946	3	1
MCL8	2	67750000	109650000	337	-5.00E-04	2	0
MCL8	2	109750000	110650000	4	-0.7754	1	-1
MCL8	2	110750000	242050000	1257	0.0146	2	0
MCL8	3	50000	198050000	1903	0.0041	2	0
MCL8	4	150000	189950000	1817	0.0093	2	0
MCL8	5	150000	181250000	1704	0.007768486	2	0
MCL8	6	250000	170550000	1622	0.0189	2	0
MCL8	7	50000	159250000	1469	0.053108918	2	0
MCL8	8	350000	145050000	1360	0.016265809	2	0
MCL8	9	250000	138050000	1053	0.0054	2	0
MCL8	10	50000	133650000	1247	0.0123	2	0
MCL8	11	250000	95150000	866	-0.029100462	2	0
MCL8	11	95250000	116550000	211	-0.5812	1	-1
MCL8	11	116650000	134950000	183	0.00562459	2	0
MCL8	12	150000	133150000	1255	0.0036	2	0
MCL8	13	18250000	114150000	929	-0.3646	1	-1
MCL8	14	19750000	55650000	351	0.042586325	2	0
MCL8	14	55750000	93950000	376	-0.6852	1	-1
MCL8	14	94050000	106850000	123	0.064	2	0
MCL8	15	17050000	101850000	762	-0.009128478	2	0
MCL8	16	150000	52850000	351	0.007593162	2	0
MCL8	16	52950000	53450000	6	0.3617	3	1
MCL8	16	53550000	90050000	356	0.0167	2	0
MCL8	17	150000	21150000	199	-0.3822	1	-1
MCL8	17	21250000	83150000	547	-2.00E-04	2	0
MCL8	18	250000	80250000	720	0.0162	2	0
MCL8	19	350000	19650000	189	0.0095	2	0
MCL8	19	19750000	21350000	16	0.778	3	1
MCL8	19	21650000	58550000	301	0.0067	2	0
MCL8	20	150000	28750000	255	-0.003	2	0
MCL8	20	29250000	30950000	14	0.4275	3	1
MCL8	20	31350000	64150000	324	-0.022	2	0
MCL8	21	7950000	10550000	8	0.3165	3	1
MCL8	21	13250000	46550000	311	-1.00E-04	2	0
MCL8	22	10750000	50750000	327	-0.0299	2	0
MCL8	23	250000	2750000	23	-0.065	2	0
MCL8	23	2850000	155950000	1397	-0.990180029	1	-1
MCL8	24	2850000	26550000	118	-1.0768	1	-1
MCL9791	1	950000	6450000	53	-0.5141	1	-1
MCL9791	1	6550000	32050000	244	-0.0083	2	0
MCL9791	1	32150000	39450000	71	0.3341	3	1
MCL9791	1	39550000	42650000	30	0.008	2	0
MCL9791	1	42850000	58650000	157	-0.6089	1	-1
MCL9791	1	58750000	63750000	51	-0.0187	2	0
MCL9791	1	63850000	149850000	569	-0.5655	1	-1
MCL9791	1	149950000	170750000	204	0.016	2	0
MCL9791	1	170850000	196550000	256	0.4556	3	1
MCL9791	1	196650000	205050000	83	0.0137	2	0
MCL9791	1	205150000	248850000	417	-0.531	1	-1
MCL9791	2	150000	30550000	300	-0.5824	1	-1
MCL9791	2	30650000	225550000	1797	-0.013	2	0
MCL9791	2	225650000	242050000	159	-0.5333	1	-1
MCL9791	3	50000	198050000	1903	-6.00E-04	2	0
MCL9791	4	150000	189950000	1817	0.0154	2	0
MCL9791	5	150000	178050000	1673	-0.0069	2	0
MCL9791	5	178150000	181250000	31	0.3124	3	1
MCL9791	6	250000	170550000	1622	-5.00E-04	2	0
MCL9791	7	50000	159250000	1469	0.015529135	2	0
MCL9791	8	350000	32750000	300	-0.6163	1	-1
MCL9791	8	32850000	145050000	1060	0.2774	3	1
MCL9791	9	250000	23550000	225	-0.6043	1	-1
MCL9791	9	23650000	25750000	22	0.0154	2	0
MCL9791	9	25850000	32350000	64	-0.6381	1	-1
MCL9791	9	32450000	138050000	742	-0.0111	2	0
MCL9791	10	50000	22050000	215	0.29482093	3	1
MCL9791	10	22150000	22650000	6	1.3191	4	2
MCL9791	10	22750000	38250000	150	0.6159	3	1
MCL9791	10	38350000	51850000	86	-0.0803	2	0
MCL9791	10	51950000	80950000	276	-0.5437	1	-1
MCL9791	10	81050000	133650000	514	-0.0159	2	0
MCL9791	11	250000	134950000	1260	-0.0221	2	0
MCL9791	12	150000	133150000	1255	0.0223	2	0
MCL9791	13	18250000	99650000	791	0.035	2	0
MCL9791	13	99750000	114150000	138	-0.607	1	-1
MCL9791	14	19750000	106050000	842	0.016895487	2	0
MCL9791	14	106150000	106850000	8	0.8888	4	2
MCL9791	15	17050000	65650000	408	-2.00E-04	2	0
MCL9791	15	65750000	101850000	354	0.3809	3	1
MCL9791	16	150000	90050000	713	0.0123	2	0
MCL9791	17	150000	21350000	201	-0.5835	1	-1
MCL9791	17	21450000	58750000	311	0.0045	2	0
MCL9791	17	58850000	83150000	234	0.4559	3	1
MCL9791	18	250000	23050000	163	0.034858896	2	0
MCL9791	18	23150000	48850000	250	-0.5764	1	-1
MCL9791	18	48950000	49450000	6	0.4297	3	1
MCL9791	18	49550000	52450000	29	-0.6924	1	-1
MCL9791	18	52550000	55050000	25	0.0739	2	0
MCL9791	18	55150000	61350000	62	0.6363	3	1
MCL9791	18	61450000	68050000	67	1.12448209	4	2
MCL9791	18	68150000	80250000	118	-0.6043	1	-1
MCL9791	19	350000	19650000	189	0.0315	2	0
MCL9791	19	19750000	22450000	19	1.5258	4	2
MCL9791	19	22550000	58550000	298	0.0504	2	0
MCL9791	20	150000	25850000	253	-0.010685771	2	0
MCL9791	20	26150000	30950000	16	0.6212	3	1
MCL9791	20	31350000	64150000	324	0.0149	2	0
MCL9791	21	7950000	9650000	4	-1.0558	1	-1
MCL9791	21	9750000	10550000	4	1.4218	4	2
MCL9791	21	13250000	46550000	311	0.021710611	2	0
MCL9791	22	10750000	50750000	327	0.0377	2	0
MCL9791	23	250000	155950000	1420	-0.048971831	2	0
MCL9791	24	2850000	26550000	118	-4.919	0	-2
MCL9	1	950000	248850000	2135	-0.0216	2	0
MCL9	2	150000	242050000	2256	-0.0268	2	0
MCL9	3	50000	125150000	1193	-0.0504	2	0
MCL9	3	125250000	198050000	710	0.41254169	3	1
MCL9	4	150000	189950000	1817	-0.02	2	0
MCL9	5	150000	181250000	1704	-0.0126	2	0
MCL9	6	250000	170550000	1622	-0.035	2	0
MCL9	7	50000	159250000	1469	-0.013560041	2	0
MCL9	8	350000	145050000	1360	0.090879485	2	0
MCL9	9	250000	138050000	1053	-0.0307	2	0
MCL9	10	50000	133650000	1247	-0.0416	2	0
MCL9	11	250000	134950000	1260	-0.0614	2	0
MCL9	12	150000	133150000	1255	-0.0497	2	0
MCL9	13	18250000	114150000	929	-0.250691496	2	0
MCL9	14	19750000	105950000	841	-0.0513	2	0
MCL9	14	106050000	106850000	9	1.4361	4	2
MCL9	15	17050000	62850000	381	-0.0389	2	0
MCL9	15	62950000	85750000	223	0.4027	3	1
MCL9	15	85850000	101850000	158	-0.466	1	-1
MCL9	16	150000	90050000	713	-0.0623	2	0
MCL9	17	150000	19950000	189	-0.387	1	-1
MCL9	17	20050000	83150000	557	0.067436086	2	0
MCL9	18	250000	80250000	720	-0.0129	2	0
MCL9	19	350000	15550000	148	-0.088	2	0
MCL9	19	15650000	16050000	5	1.3494	4	2
MCL9	19	16150000	19650000	36	-0.0178	2	0
MCL9	19	19750000	22450000	19	2.0766	4	2
MCL9	19	22550000	51950000	234	-0.0637	2	0
MCL9	19	52050000	53450000	15	0.4745	3	1
MCL9	19	53550000	58550000	49	-0.1476	2	0
MCL9	20	150000	28750000	255	-0.0813	2	0
MCL9	20	29250000	31350000	15	0.6533	3	1
MCL9	20	31450000	64150000	323	-0.0791	2	0
MCL9	21	7950000	10550000	8	0.4736	3	1
MCL9	21	13250000	46550000	311	-0.0043	2	0
MCL9	22	10750000	21950000	46	-0.0268	2	0
MCL9	22	22050000	22850000	7	1.0844	4	2
MCL9	22	22950000	50750000	274	-0.0773	2	0
MCL9	23	250000	2750000	23	0.0972	2	0
MCL9	23	2850000	155950000	1397	-1.0995	1	-1
MCL9	24	2850000	26550000	118	-1.092924576	1	-1
MS.662439	1	950000	26050000	240	-0.014869583	2	0
MS.662439	1	26150000	27650000	16	-0.8549	1	-1
MS.662439	1	27750000	88450000	591	-0.0183	2	0
MS.662439	1	88550000	106750000	177	-0.766540678	1	-1
MS.662439	1	106850000	248850000	1111	0.018423132	2	0
MS.662439	2	150000	230150000	2142	0.007952381	2	0
MS.662439	2	230250000	230550000	4	0.8766	4	2
MS.662439	2	230650000	242050000	110	0.058	2	0
MS.662439	3	50000	100550000	951	-0.041339853	2	0
MS.662439	3	100650000	198050000	952	0.5237	3	1
MS.662439	4	150000	186050000	1778	0.0016	2	0
MS.662439	4	186150000	189950000	39	-0.6746	1	-1
MS.662439	5	150000	98850000	902	-6.00E-04	2	0
MS.662439	5	98950000	99450000	6	-0.762	1	-1
MS.662439	5	99550000	181250000	796	-0.0028	2	0
MS.662439	6	250000	24150000	233	0.5081	3	1
MS.662439	6	24250000	88950000	595	-0.015502185	2	0
MS.662439	6	89050000	170550000	794	-0.761	1	-1
MS.662439	7	50000	63150000	566	0.0184	2	0
MS.662439	7	63250000	64950000	7	0.9784	4	2
MS.662439	7	65050000	119550000	512	-0.0285	2	0
MS.662439	7	119650000	139050000	190	-0.7963	1	-1
MS.662439	7	139150000	159250000	194	0.0647	2	0
MS.662439	8	350000	18750000	164	-0.7922	1	-1
MS.662439	8	18850000	145050000	1196	0.0197	2	0
MS.662439	9	250000	138050000	1053	-0.0209	2	0
MS.662439	10	50000	22250000	217	-0.7689	1	-1
MS.662439	10	22350000	30250000	80	-0.0026	2	0
MS.662439	10	30350000	35450000	49	0.5856	3	1
MS.662439	10	35550000	39050000	28	-0.0653	2	0
MS.662439	10	39150000	39550000	5	-1.9477	1	-1
MS.662439	10	42450000	133650000	868	0.0096	2	0
MS.662439	11	250000	101150000	926	-0.0298	2	0
MS.662439	11	101250000	116350000	149	-0.723	1	-1
MS.662439	11	116450000	134950000	185	0.0022	2	0
MS.662439	12	150000	133150000	1255	-0.0019	2	0
MS.662439	13	18250000	114150000	929	0.022339074	2	0
MS.662439	14	19750000	106450000	846	0.003584397	2	0
MS.662439	14	106550000	106850000	4	1.0946	4	2
MS.662439	15	17050000	101850000	762	0.0176	2	0
MS.662439	16	150000	90050000	713	-0.0454	2	0
MS.662439	17	150000	83150000	746	0.02	2	0
MS.662439	18	250000	80250000	720	0.0124	2	0
MS.662439	19	350000	19650000	189	0.0379	2	0
MS.662439	19	19750000	22450000	19	1.3936	4	2
MS.662439	19	22550000	58550000	298	0.053	2	0
MS.662439	20	150000	29250000	256	-0.0113	2	0
MS.662439	20	29350000	30850000	12	0.6718	3	1
MS.662439	20	30950000	64150000	325	-0.0069	2	0
MS.662439	21	7950000	46550000	319	0.0321	2	0
MS.662439	22	10750000	16050000	4	-0.5621	1	-1
MS.662439	22	16150000	50750000	323	0.0074	2	0
MS.662439	23	250000	2750000	23	0.0074	2	0
MS.662439	23	2850000	155550000	1393	-1.0098	1	-1
MS.662439	23	155650000	155950000	4	-0.2581	2	0
MS.662439	24	2850000	26550000	118	-1.2516	1	-1
MS.664772	1	950000	58750000	556	0.0653	2	0
MS.664772	1	58850000	102450000	428	-0.4762	1	-1
MS.664772	1	102550000	121550000	168	0.0165	2	0
MS.664772	1	124950000	169250000	213	-0.51193662	1	-1
MS.664772	1	169350000	248850000	770	0.066946234	2	0
MS.664772	2	150000	47250000	461	-0.2068	2	0
MS.664772	2	47350000	55250000	78	0.3733	3	1
MS.664772	2	55350000	56750000	15	-0.0864	2	0
MS.664772	2	56850000	58950000	22	0.3533	3	1
MS.664772	2	59050000	66250000	69	0.8508	4	2
MS.664772	2	66350000	66850000	6	0.3518	3	1
MS.664772	2	66950000	107650000	325	0.072420923	2	0
MS.664772	2	107750000	119450000	102	-0.3824	1	-1
MS.664772	2	119550000	140150000	191	-0.164	2	0
MS.664772	2	140250000	141350000	12	0.5429	3	1
MS.664772	2	141450000	242050000	975	-0.162895897	2	0
MS.664772	3	50000	89950000	881	-0.0211	2	0
MS.664772	3	90050000	91550000	7	-0.8299	1	-1
MS.664772	3	93950000	198050000	1015	0.0194	2	0
MS.664772	4	150000	189950000	1817	0.026096313	2	0
MS.664772	5	150000	181250000	1704	-0.0057	2	0
MS.664772	6	250000	51550000	490	-0.2021	2	0
MS.664772	6	51650000	52050000	5	0.635	3	1
MS.664772	6	52150000	57250000	51	-0.097123529	2	0
MS.664772	6	57450000	63150000	32	-0.5854	1	-1
MS.664772	6	63250000	170550000	1044	-0.1844	2	0
MS.664772	7	50000	159250000	1469	0.042583935	2	0
MS.664772	8	350000	34150000	313	-0.2022	2	0
MS.664772	8	34250000	50250000	123	0.553688618	3	1
MS.664772	8	50350000	55550000	52	0.2469	2	0
MS.664772	8	55650000	79950000	237	0.378682278	3	1
MS.664772	8	80050000	84350000	43	1.1026	4	2
MS.664772	8	84450000	95750000	112	0.6295	3	1
MS.664772	8	95850000	102750000	66	0.9375	4	2
MS.664772	8	102850000	106950000	41	0.6216	3	1
MS.664772	8	107050000	128450000	212	0.985439623	4	2
MS.664772	8	128550000	145050000	161	0.4974	3	1
MS.664772	9	250000	16450000	158	-0.158	2	0
MS.664772	9	16550000	29150000	121	-0.4549	1	-1
MS.664772	9	29250000	138050000	774	-0.082943023	2	0
MS.664772	10	50000	16750000	164	0.4047	3	1
MS.664772	10	16850000	17150000	4	1.2939	4	2
MS.664772	10	17250000	38950000	205	0.4502	3	1
MS.664772	10	39050000	39550000	6	-1.311	1	-1
MS.664772	10	42450000	52550000	85	0.405	3	1
MS.664772	10	52650000	55850000	30	-0.1223	2	0
MS.664772	10	55950000	58950000	30	0.8291	3	1
MS.664772	10	59050000	133650000	723	-0.2007	2	0
MS.664772	11	250000	88950000	808	-0.0268	2	0
MS.664772	11	89050000	90150000	9	-0.8187	1	-1
MS.664772	11	90250000	134950000	443	0.023169074	2	0
MS.664772	12	150000	133150000	1255	0.0328	2	0
MS.664772	13	18250000	114150000	929	0.0132	2	0
MS.664772	14	19750000	106050000	842	0.022	2	0
MS.664772	14	106150000	106850000	8	0.9327	4	2
MS.664772	15	17050000	48350000	241	-0.4118	1	-1
MS.664772	15	48450000	50550000	21	0.4897	3	1
MS.664772	15	50650000	58650000	80	-0.0502	2	0
MS.664772	15	58750000	59550000	6	0.5651	3	1
MS.664772	15	59650000	61150000	16	-0.4348	1	-1
MS.664772	15	61250000	101850000	398	0.461224121	3	1
MS.664772	16	150000	90050000	713	0.038647546	2	0
MS.664772	17	150000	11950000	118	-0.4016	1	-1
MS.664772	17	12050000	83150000	628	0.0642	2	0
MS.664772	18	250000	80250000	720	0.0482	2	0
MS.664772	19	350000	19650000	189	0.1849	2	0
MS.664772	19	19750000	21350000	16	1.4782	4	2
MS.664772	19	21650000	58550000	301	0.1462	2	0
MS.664772	20	150000	30350000	264	0.0386	2	0
MS.664772	20	30450000	30850000	4	1.1369	4	2
MS.664772	20	30950000	64150000	325	0.064537846	2	0
MS.664772	21	7950000	26150000	129	-0.278973643	2	0
MS.664772	21	26250000	29650000	35	-0.6334	1	-1
MS.664772	21	29850000	46550000	155	-0.259556129	2	0
MS.664772	22	10750000	16050000	4	-0.9293	1	-1
MS.664772	22	16150000	25050000	70	0.0568	2	0
MS.664772	22	25150000	40450000	153	-0.437	1	-1
MS.664772	22	40550000	42950000	25	0.5016	3	1
MS.664772	22	43050000	50750000	75	-0.4292	1	-1
MS.664772	23	250000	2150000	17	-0.2177	2	0
MS.664772	23	2250000	155550000	1399	-0.9879	1	-1
MS.664772	23	155650000	155950000	4	-0.1802	2	0
MS.664772	24	2850000	26550000	118	-2.504	1	-1
SPECS.1914	1	950000	125150000	1155	0.0174	2	0
SPECS.1914	1	143550000	145650000	4	-1.0135	1	-1
SPECS.1914	1	145750000	248850000	976	0.0288	2	0
SPECS.1914	2	150000	242050000	2256	0.035039007	2	0
SPECS.1914	3	50000	198050000	1903	0.0171	2	0
SPECS.1914	4	150000	189950000	1817	0.0259	2	0
SPECS.1914	5	150000	181250000	1704	0.0204	2	0
SPECS.1914	6	250000	170550000	1622	0.0283	2	0
SPECS.1914	7	50000	118450000	1074	0.0161	2	0
