Sample	Chromosome	Start Position	End Position	Num markers	seg.mean	copy	ivg.copy	Seg.CN
SPECS_3163.vs.Tonsil1_Group7_23	3	50000	56450000	552	0.101755616	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	13	18250000	76850000	569	-0.707158524	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	21	15550000	46550000	293	0.0393	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	7	93550000	159250000	635	0.1399	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	12	98950000	99950000	11	-0.0955	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	11	95950000	98250000	24	-0.0907	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	8	350000	109150000	1008	0.0663	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	10	33050000	87650000	475	0.019205053	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	2	150000	242050000	2256	0.108365691	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	12	40250000	40550000	4	1.8469	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	3	59150000	198050000	1326	0.098845098	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	8	109650000	145050000	348	0.034	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	13	76950000	77650000	7	0.1463	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	20	51550000	64150000	123	-0.0115	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	4	70750000	189950000	1166	0.0768	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	5	150000	181250000	1704	0.0781	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	20	150000	37750000	334	0.059309581	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	6	250000	170550000	1622	0.0986	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	14	19750000	106850000	850	0.1188	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	1	950000	73950000	706	0.1088	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	19	350000	42650000	356	0.122468258	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	10	104450000	133650000	286	0.065175175	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	15	52750000	101850000	479	0.59436096	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	10	50000	32350000	317	0.0469	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	11	90350000	92750000	25	-0.07	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	11	250000	89250000	811	0.127275216	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	11	115450000	134950000	195	0.027964615	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	4	150000	67250000	621	0.0534	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	9	250000	138050000	1053	0.0844	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	1	191950000	196150000	43	-0.0199	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	15	39950000	45650000	58	0.8885	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	11	98350000	115350000	168	-0.6224	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	13	77750000	114150000	353	-0.785210765	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	12	98550000	98850000	4	0.4115	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	17	27050000	33050000	59	0.2652	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	17	51350000	68750000	168	0.109879167	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	22	25950000	40650000	147	-0.681685714	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	12	21650000	40150000	146	0.1628	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	12	40650000	80150000	382	0.1596	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	12	95850000	96950000	12	0.77	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	10	87750000	104350000	164	0.2773	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	20	37850000	51450000	136	-0.566653676	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	12	80250000	80650000	5	1.4407	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	1	75950000	96650000	203	-0.4909	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	1	96750000	161650000	364	0.1894	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	1	161750000	191850000	297	-0.5181	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	18	31050000	36850000	58	0.3195	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	12	80750000	95750000	146	0.06580274	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	3	56550000	59050000	25	0.4209	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	1	197850000	224850000	257	0.1264	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	12	21050000	21550000	6	1.4387	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	18	14250000	30950000	101	0.0034	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	1	74850000	75850000	10	0.1714	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	10	32550000	32950000	5	1.2639	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	12	100050000	102150000	21	0.571361905	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	7	92050000	93450000	14	0.8222	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	12	97050000	98450000	15	-0.1499	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	15	48150000	52650000	45	1.0244	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	15	45750000	48050000	23	0.2789	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	21	7950000	15450000	26	-0.4488	1	-1	-1
SPECS_3163.vs.Tonsil1_Group7_23	8	109250000	109550000	4	1.5639	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	17	68850000	69250000	5	1.58738	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	22	10750000	16250000	6	-0.2001	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	23	250000	2650000	22	-0.0215	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	23	2750000	3150000	5	0.4163	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	23	3250000	8350000	51	-0.1094	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	23	8450000	22250000	135	0.2633	3	1	0.584962501
SPECS_3163.vs.Tonsil1_Group7_23	23	22350000	35850000	128	-0.0183	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	23	35950000	36350000	5	1.7486	4	2	1
SPECS_3163.vs.Tonsil1_Group7_23	23	36450000	155950000	1074	0.1279	2	0	0
SPECS_3163.vs.Tonsil1_Group7_23	24	2850000	26550000	118	0.062	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	14	21950000	22550000	7	0.915	4	2	1
SPECS_3164.vs.Tonsil1_Group7_23	19	42750000	43150000	5	0.5084	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	15	17050000	22250000	5	-0.5633	1	-1	-1
SPECS_3164.vs.Tonsil1_Group7_23	14	19750000	21850000	21	0.146314286	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	1	196250000	197150000	10	0.744	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	22	10750000	50750000	327	0.0371	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	19	43250000	58550000	145	0.0886	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	4	69250000	70650000	13	0.6535	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	16	150000	90050000	713	0.029	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	150000	20950000	204	0.0568	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	17	150000	83150000	746	0.049898257	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	102250000	133150000	299	0.0247	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	7	50000	159250000	1469	0.0415	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	15	22750000	101850000	757	0.048728269	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	13	18250000	76850000	569	-0.009469772	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	18	250000	80250000	720	0.004	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	3	50000	198050000	1903	0.041267578	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	8	350000	145050000	1360	0.0255	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	2	150000	242050000	2256	0.041698892	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	40250000	40550000	4	1.0194	4	2	1
SPECS_3164.vs.Tonsil1_Group7_23	13	76950000	77650000	7	0.4859	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	21	7950000	46550000	319	-0.031533856	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	4	70750000	189950000	1166	3.00E-04	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	1	950000	61650000	585	0.0474	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	5	150000	181250000	1704	0.027237089	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	6	250000	170550000	1622	0.0282	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	10	32950000	133650000	926	0.02877797	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	4	150000	69150000	638	0.0141	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	19	350000	42650000	356	0.0504	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	20	150000	64150000	593	0.021676728	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	11	250000	134950000	1260	0.059634921	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	10	50000	32350000	317	-0.0072	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	1	197250000	248850000	494	0.0569	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	14	22650000	106850000	822	0.0362	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	9	250000	138050000	1053	0.0312	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	13	77750000	114150000	353	-0.048121246	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	1	61750000	113750000	503	-0.6417	1	-1	-1
SPECS_3164.vs.Tonsil1_Group7_23	12	21650000	40150000	146	0.0597	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	40650000	80150000	382	0.0578	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	95850000	96950000	12	0.4804	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	12	80250000	80650000	5	0.8035	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	12	97050000	100950000	40	0.006	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	1	113850000	196150000	543	0.061998158	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	80750000	95750000	146	0.018430137	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	12	21050000	21550000	6	0.8789	4	2	1
SPECS_3164.vs.Tonsil1_Group7_23	10	32550000	32850000	4	0.9893	4	2	1
SPECS_3164.vs.Tonsil1_Group7_23	12	101050000	102150000	11	0.3708	3	1	0.584962501
SPECS_3164.vs.Tonsil1_Group7_23	23	250000	35850000	341	0.027344575	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	23	35950000	36350000	5	1.2727	4	2	1
SPECS_3164.vs.Tonsil1_Group7_23	23	36450000	155950000	1074	0.1027	2	0	0
SPECS_3164.vs.Tonsil1_Group7_23	24	2850000	26550000	118	0.0786	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	950000	2550000	16	-0.1901	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	22	49750000	50750000	11	-0.1923	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	4	189050000	189950000	10	-0.496	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	14	105650000	106250000	6	-0.8733	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	22	22350000	22950000	7	-0.9621	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	14	106350000	106850000	6	-0.2892	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	158450000	159250000	8	-0.2494	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	13	50550000	51150000	7	-0.6752	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	16	150000	750000	7	0.3724	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	12	150000	1750000	16	-0.0243	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	150000	2850000	28	-0.5507	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	8	350000	1550000	13	-0.7742	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	18	250000	2450000	23	-0.3657	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	14	19750000	23450000	37	0.2465	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	150000	1650000	15	0.3066	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	2	240750000	242050000	13	-0.1642	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	31850000	32750000	7	0.4218	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	9	250000	15850000	152	0.0664	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	130550000	134950000	45	-0.5337	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	22	10750000	22050000	47	-0.2752	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	91850000	93050000	13	0.3053	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	20	62050000	64150000	21	-0.3111	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	22	23050000	26850000	37	-0.276	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	50000	650000	7	0.0637	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	32950000	38250000	52	0.0913	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	53650000	55750000	21	0.2918	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	22	46850000	49550000	26	-0.58	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	49550000	53050000	35	0.2926	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	20	13550000	15050000	16	0.3066	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	3	189650000	198050000	83	0.9303	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	7	157550000	158350000	8	-0.6371	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	2650000	5850000	31	-0.6594	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	15	17050000	56550000	321	0.011485358	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	141450000	142950000	14	1.0061	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	7	153250000	157450000	43	-0.1229	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	53150000	53550000	5	-0.3245	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	8	1650000	36450000	323	-0.162424458	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	72550000	76550000	31	1.0885	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	6	250000	6750000	64	0.0785	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	16	850000	52850000	344	0.052130814	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	18	2550000	4050000	16	0.2896	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	9	134350000	135650000	11	-0.3418	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	7	146250000	147450000	13	0.2893	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	17	150000	83150000	746	-0.104467158	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	95850000	117350000	187	-0.01144492	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	9	135750000	138050000	23	0.0497	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	13	18250000	35950000	168	-0.4046	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	3	167650000	187050000	191	0.8985	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	3	143050000	167550000	242	0.771	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	12	5950000	18150000	122	-0.1488	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	16	54050000	90050000	351	0.028671225	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	1750000	13450000	116	0.047298276	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	750000	72450000	635	0.381388976	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	2	65650000	88750000	216	0.0448	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	6	6850000	38850000	305	0.3485	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	19	350000	58550000	506	0.08468913	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	175150000	178050000	30	-0.3672	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	117450000	117950000	6	-0.5965	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	11	88350000	107750000	189	-0.0532	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	76850000	146150000	667	-0.156715892	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	94650000	95150000	6	-0.3223	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	8	66550000	67450000	10	0.3727	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	20	40950000	41450000	6	-0.1533	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	21	10450000	46550000	313	0.137809585	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	75250000	84650000	90	-0.077935556	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	134950000	135950000	11	0.2287	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	7	150050000	153150000	32	1.1283375	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	18	4150000	80250000	681	0.064951982	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	5950000	29250000	224	-0.2047	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	50000	72050000	651	0.017556528	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	50000	128650000	1227	-0.029589242	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	5	150000	181250000	1704	-0.002604225	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	80250000	87350000	67	-0.0772	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	39550000	49450000	100	0.096138	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	15	57350000	101850000	434	-0.003676037	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	41550000	43250000	18	-0.5926	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	10	86350000	91750000	51	0.0076	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	4	150000	188950000	1807	0.01781306	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	13	51250000	95850000	435	-0.1728	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	6	73850000	170550000	943	-0.39527105	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	7	147550000	149950000	25	-0.047304	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	6	60650000	73750000	123	-0.2027	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	119250000	216650000	935	-0.013726524	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	13	95950000	114150000	176	-0.444955114	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	20	48650000	55150000	65	-0.2224	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	8	36550000	40050000	36	0.2861	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	14	26050000	65750000	389	-0.046511568	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	250000	78950000	714	-0.083034174	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	12	25350000	33650000	82	0.023304878	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	28350000	31750000	35	-0.0595	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	182150000	248850000	644	0.044318478	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	12	18250000	25250000	68	0.4625	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	12	38650000	133150000	915	0.039365683	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	138050000	138950000	9	0.8903	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	2	55850000	60550000	47	-0.066	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	13	36050000	50450000	143	-0.1785	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	95250000	133650000	376	-0.06185133	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	8	68650000	145050000	746	0.091653083	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	136050000	136850000	9	1.0244	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	14	23650000	25950000	24	-0.3284	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	3	128750000	131050000	24	0.8489	4	2	1
UNMC_18.vs.Tonsil1_Group7_23	22	39350000	46750000	75	-0.231389333	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	21750000	30950000	58	-0.3228	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	42250000	46650000	41	-0.190956098	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	87450000	88250000	8	-0.7008	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	12	1850000	5850000	41	-0.4595	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	22	26950000	39250000	124	-0.572422581	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	38750000	41150000	24	-0.1348	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	2950000	23650000	204	-0.132927451	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	6	43650000	52150000	83	0.173437349	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	147050000	156950000	82	0.107303659	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	50350000	52750000	25	-0.0623	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	61050000	121550000	574	-0.2931	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	55250000	61950000	66	-0.546686364	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	233650000	240650000	68	-0.4082	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	218050000	233550000	152	-0.1836	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	8	40150000	66450000	222	-0.0627	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	88850000	95750000	16	-0.3515	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	3	139150000	141350000	23	0.3325	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	2	60650000	65550000	47	0.2823	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	14	66450000	105550000	382	-0.005270419	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	9	16450000	134250000	862	-0.030806381	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	157050000	157450000	4	-0.602	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	46750000	50250000	36	-0.6862	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	118050000	118750000	8	-0.1719	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	2	23750000	28250000	45	0.2837	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	11	107850000	115250000	74	-1.014851351	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	2	38350000	39450000	12	0.3881	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	1	157550000	175050000	172	-0.058	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	16	52950000	53950000	11	0.2852	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	1	52850000	60950000	81	-0.516167901	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	33150000	34750000	17	-0.696	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	20	43350000	47850000	45	-0.2748	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	178150000	181150000	31	0.2046	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	181250000	182050000	9	-0.4228	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	20	15150000	18750000	35	0.0235	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	126550000	128650000	22	-0.3223	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	3	187250000	189550000	23	0.6987	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	2	216750000	217950000	13	-0.532	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	29350000	30650000	13	-0.7821	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	8	67550000	67850000	4	-0.0442	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	137050000	137950000	10	0.3571	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	1	30850000	33050000	22	-0.1525	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	3	131150000	134850000	37	0.6176	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	6	52250000	60550000	60	0.3657	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	20	39150000	40850000	18	-0.6899	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	20	32050000	39050000	71	-0.164435211	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	79050000	80150000	12	-0.4508	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	10	84750000	86250000	16	-0.4823	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	20	19650000	21650000	21	0.0767	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	20	47950000	48550000	7	-0.6772	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	10	93150000	94550000	15	0.04256	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	36650000	37350000	7	-0.7111	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	6	39050000	41650000	26	0.014569231	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	15	56650000	57250000	7	0.4767	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	9	15950000	16350000	5	-0.5762	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	11	115350000	126450000	112	-0.079908929	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	11	128750000	130450000	17	0.0088	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	6	41850000	43550000	18	0.502466667	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	1	34850000	36550000	18	-0.0811	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	10	72150000	75150000	29	0.3047	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	1	37450000	38050000	7	-0.1646	2	0	0
UNMC_18.vs.Tonsil1_Group7_23	1	38150000	38650000	6	-0.5553	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	41250000	42150000	10	-0.5186	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	124950000	143750000	6	-1.3459	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	1	145650000	146050000	5	0.3419	3	1	0.584962501
UNMC_18.vs.Tonsil1_Group7_23	2	118850000	119150000	4	-0.7301	1	-1	-1
UNMC_18.vs.Tonsil1_Group7_23	8	67950000	68550000	6	0.3075	3	1	0.584962501
